,datetime,load_consumption
61,2024-01-18 05:12:15,20823.9
62,2024-01-18 05:17:15,26599.7
63,2024-01-18 05:22:15,26299.3
64,2024-01-18 05:27:14,26891.4
65,2024-01-18 05:32:14,26358.8
66,2024-01-18 05:37:14,27425.3
67,2024-01-18 05:42:14,25007.4
68,2024-01-18 05:47:14,23325.0
69,2024-01-18 05:52:14,22693.3
70,2024-01-18 05:57:13,22823.9
71,2024-01-18 06:02:13,22520.6
72,2024-01-18 06:07:13,22957.0
73,2024-01-18 06:12:13,22796.3
74,2024-01-18 06:17:12,23310.7
75,2024-01-18 06:22:12,24542.2
76,2024-01-18 06:27:12,25740.2
77,2024-01-18 06:32:12,28039.6
78,2024-01-18 06:37:11,28997.6
79,2024-01-18 06:42:11,30023.3
80,2024-01-18 06:47:12,28703.5
81,2024-01-18 06:52:12,27888.8
82,2024-01-18 06:57:12,26835.7
83,2024-01-18 07:02:12,27015.7
84,2024-01-18 07:07:12,27576.0
85,2024-01-18 07:12:12,28020.1
86,2024-01-18 07:17:11,28447.2
87,2024-01-18 07:22:11,28526.0
88,2024-01-18 07:27:10,29351.9
89,2024-01-18 07:32:10,29947.6
90,2024-01-18 07:37:10,31796.6
91,2024-01-18 07:42:10,30367.0
92,2024-01-18 07:47:10,29653.2
93,2024-01-18 07:52:10,29135.9
94,2024-01-18 07:57:09,29818.3
95,2024-01-18 08:02:09,29004.7
96,2024-01-18 08:07:08,28864.5
97,2024-01-18 08:12:08,29149.9
98,2024-01-18 08:17:09,42082.8
99,2024-01-18 08:22:09,45828.8
100,2024-01-18 08:27:09,42846.9
101,2024-01-18 08:32:09,43767.2
102,2024-01-18 08:37:08,42417.5
103,2024-01-18 08:42:08,43243.4
104,2024-01-18 08:47:08,42176.2
105,2024-01-18 08:52:08,41965.4
106,2024-01-18 08:57:08,44360.3
107,2024-01-18 09:02:08,42586.7
108,2024-01-18 09:07:07,41987.6
109,2024-01-18 09:12:07,41474.1
110,2024-01-18 09:17:06,42463.1
111,2024-01-18 09:22:07,43322.8
112,2024-01-18 09:27:06,39654.2
113,2024-01-18 09:32:06,35841.0
114,2024-01-18 09:37:07,39804.4
115,2024-01-18 09:42:07,37848.0
116,2024-01-18 09:47:05,36994.3
117,2024-01-18 09:52:05,39620.5
118,2024-01-18 09:57:06,34957.6
119,2024-01-18 10:02:06,35029.6
120,2024-01-18 10:07:05,38344.3
121,2024-01-18 10:12:05,36738.5
122,2024-01-18 10:17:04,35481.9
123,2024-01-18 10:22:04,38732.9
124,2024-01-18 10:27:05,36226.5
125,2024-01-18 10:32:05,35486.8
126,2024-01-18 10:37:04,39475.6
127,2024-01-18 10:42:04,34933.0
128,2024-01-18 10:47:05,35510.3
129,2024-01-18 10:52:05,37405.7
130,2024-01-18 10:57:04,35265.6
131,2024-01-18 11:02:04,37343.0
132,2024-01-18 11:07:03,36213.9
133,2024-01-18 11:12:03,37174.0
134,2024-01-18 11:17:03,39280.4
135,2024-01-18 11:22:03,37303.7
136,2024-01-18 11:27:03,35670.9
137,2024-01-18 11:32:03,36573.8
138,2024-01-18 11:37:02,34680.3
139,2024-01-18 11:42:02,35053.8
140,2024-01-18 11:47:02,37072.2
141,2024-01-18 11:52:02,33417.7
142,2024-01-18 11:57:02,35650.3
143,2024-01-18 12:02:02,36112.0
144,2024-01-18 12:07:01,35690.4
145,2024-01-18 12:12:02,37170.8
146,2024-01-18 12:17:01,39215.7
147,2024-01-18 12:22:01,37701.8
148,2024-01-18 12:27:01,40614.6
149,2024-01-18 12:32:01,38263.6
150,2024-01-18 12:37:01,34919.0
151,2024-01-18 12:42:01,37178.5
152,2024-01-18 12:47:00,33557.1
153,2024-01-18 12:52:00,34340.4
154,2024-01-18 12:56:59,34752.4
155,2024-01-18 13:01:59,36809.3
156,2024-01-18 13:06:59,36051.8
157,2024-01-18 13:11:59,34979.8
158,2024-01-18 13:16:59,37378.5
159,2024-01-18 13:21:59,34229.3
160,2024-01-18 13:26:58,35343.8
161,2024-01-18 13:31:58,37880.9
162,2024-01-18 13:36:58,38193.6
163,2024-01-18 13:41:58,37316.2
164,2024-01-18 13:46:58,37264.0
165,2024-01-18 13:51:58,36952.7
166,2024-01-18 13:56:59,38714.2
167,2024-01-18 14:01:59,39438.6
168,2024-01-18 14:06:57,36619.3
169,2024-01-18 14:11:57,38495.2
170,2024-01-18 14:16:57,36874.8
171,2024-01-18 14:21:57,35156.2
172,2024-01-18 14:26:57,35225.1
173,2024-01-18 14:31:57,35462.4
174,2024-01-18 14:36:56,34664.0
175,2024-01-18 14:41:56,34073.3
176,2024-01-18 14:46:56,36198.0
177,2024-01-18 14:51:56,32460.8
178,2024-01-18 14:56:56,33867.2
179,2024-01-18 15:01:56,36049.2
180,2024-01-18 15:06:56,33810.7
181,2024-01-18 15:11:56,33637.4
182,2024-01-18 15:16:55,36129.6
183,2024-01-18 15:21:55,32667.7
184,2024-01-18 15:26:55,32976.9
185,2024-01-18 15:31:55,36475.9
186,2024-01-18 15:36:55,35279.3
187,2024-01-18 15:41:55,33491.4
188,2024-01-18 15:46:55,35814.0
189,2024-01-18 15:51:55,33810.1
190,2024-01-18 15:56:54,33881.8
191,2024-01-18 16:01:54,35082.1
192,2024-01-18 16:06:53,39009.2
193,2024-01-18 16:11:53,37054.6
194,2024-01-18 16:16:53,38136.0
195,2024-01-18 16:21:53,42736.6
196,2024-01-18 16:26:53,40822.5
197,2024-01-18 16:31:53,45030.4
198,2024-01-18 16:36:53,48318.0
199,2024-01-18 16:41:53,47085.2
200,2024-01-18 16:46:52,46229.2
201,2024-01-18 16:51:52,48856.6
202,2024-01-18 16:56:52,43029.8
203,2024-01-18 17:01:52,45747.8
204,2024-01-18 17:06:52,45009.8
205,2024-01-18 17:11:52,45944.8
206,2024-01-18 17:16:52,42620.8
207,2024-01-18 17:21:52,42799.2
208,2024-01-18 17:26:51,44228.7
209,2024-01-18 17:31:51,41115.0
210,2024-01-18 17:36:51,41700.9
211,2024-01-18 17:41:51,42296.6
212,2024-01-18 17:46:50,43454.6
213,2024-01-18 17:51:50,44756.6
214,2024-01-18 17:56:50,47264.0
215,2024-01-18 18:01:50,45733.4
216,2024-01-18 18:06:49,44335.3
217,2024-01-18 18:11:49,43653.4
218,2024-01-18 18:16:49,40211.3
219,2024-01-18 18:21:49,40039.8
220,2024-01-18 18:26:49,40328.5
221,2024-01-18 18:31:49,39566.4
222,2024-01-18 18:36:49,39191.3
223,2024-01-18 18:41:49,39837.5
224,2024-01-18 18:46:48,39792.6
225,2024-01-18 18:51:48,39391.1
226,2024-01-18 18:56:48,40156.1
227,2024-01-18 19:01:49,43839.3
228,2024-01-18 19:06:48,46350.6
229,2024-01-18 19:11:48,45717.8
230,2024-01-18 19:16:47,52148.2
231,2024-01-18 19:21:47,50316.4
232,2024-01-18 19:26:47,48122.7
233,2024-01-18 19:31:47,49436.2
234,2024-01-18 19:36:47,49352.7
235,2024-01-18 19:41:47,51530.1
236,2024-01-18 19:46:47,49748.4
237,2024-01-18 19:51:47,50100.6
238,2024-01-18 19:56:46,52972.6
239,2024-01-18 20:01:46,51223.3
240,2024-01-18 20:06:46,51857.0
241,2024-01-18 20:11:46,52759.2
242,2024-01-18 20:16:45,53076.1
243,2024-01-18 20:21:45,54165.8
244,2024-01-18 20:26:46,50550.3
245,2024-01-18 20:31:46,50016.9
246,2024-01-18 20:36:44,54734.3
247,2024-01-18 20:41:44,50441.2
248,2024-01-18 20:46:45,49906.6
249,2024-01-18 20:51:45,53121.5
250,2024-01-18 20:56:44,49413.1
251,2024-01-18 21:01:44,51182.5
252,2024-01-18 21:06:44,52157.1
253,2024-01-18 21:11:44,47192.6
254,2024-01-18 21:16:43,44169.4
255,2024-01-18 21:21:43,41386.9
256,2024-01-18 21:26:43,40090.2
257,2024-01-18 21:31:43,41302.4
258,2024-01-18 21:36:42,39771.2
259,2024-01-18 21:41:42,37345.3
260,2024-01-18 21:46:42,39101.6
261,2024-01-18 21:51:42,38157.1
262,2024-01-18 21:56:42,39252.8
263,2024-01-18 22:01:42,37210.8
264,2024-01-18 22:06:42,34724.1
265,2024-01-18 22:11:43,35384.0
266,2024-01-18 22:16:42,34225.9
267,2024-01-18 22:21:42,33389.0
268,2024-01-18 22:26:41,35849.0
269,2024-01-18 22:31:41,34045.3
270,2024-01-18 22:36:41,34530.6
271,2024-01-18 22:41:41,36366.8
272,2024-01-18 22:46:41,33334.0
273,2024-01-18 22:51:41,33439.9
274,2024-01-18 22:56:40,35121.8
275,2024-01-18 23:01:40,34146.4
276,2024-01-18 23:06:39,33325.7
277,2024-01-18 23:11:39,34653.1
278,2024-01-18 23:16:39,32490.7
279,2024-01-18 23:21:39,32167.8
280,2024-01-18 23:26:39,30039.0
281,2024-01-18 23:31:39,29434.2
282,2024-01-18 23:36:39,29989.1
283,2024-01-18 23:41:39,26022.6
284,2024-01-18 23:46:39,22719.5
285,2024-01-18 23:51:39,22106.2
286,2024-01-18 23:56:38,22370.0
287,2024-01-19 00:01:38,22683.1
288,2024-01-19 00:06:38,21804.9
289,2024-01-19 00:11:38,21099.6
290,2024-01-19 00:16:37,21774.2
291,2024-01-19 00:21:37,21577.3
292,2024-01-19 00:26:37,21696.8
293,2024-01-19 00:31:37,21506.9
294,2024-01-19 00:36:37,20964.7
295,2024-01-19 00:41:37,19523.0
296,2024-01-19 00:46:37,19256.7
297,2024-01-19 00:51:37,19509.4
298,2024-01-19 00:56:37,19089.3
299,2024-01-19 01:01:37,19154.2
300,2024-01-19 01:06:36,18545.3
301,2024-01-19 01:11:36,19281.8
302,2024-01-19 01:16:37,28810.4
303,2024-01-19 01:21:37,25509.7
304,2024-01-19 01:26:35,24439.9
305,2024-01-19 01:31:35,24792.8
306,2024-01-19 01:36:35,26176.7
307,2024-01-19 01:41:35,24407.7
308,2024-01-19 01:46:34,23977.5
309,2024-01-19 01:51:34,27664.1
310,2024-01-19 01:56:34,25437.9
311,2024-01-19 02:01:34,23273.3
312,2024-01-19 02:06:34,24982.1
313,2024-01-19 02:11:34,24915.4
314,2024-01-19 02:16:34,22976.2
315,2024-01-19 02:21:34,23600.9
316,2024-01-19 02:26:34,24727.8
317,2024-01-19 02:31:34,23326.3
318,2024-01-19 02:36:33,22539.7
319,2024-01-19 02:41:33,24036.1
320,2024-01-19 02:46:32,22089.0
321,2024-01-19 02:51:32,21791.4
322,2024-01-19 02:56:33,25447.4
323,2024-01-19 03:01:33,23173.8
324,2024-01-19 03:06:32,21997.6
325,2024-01-19 03:11:32,24479.9
326,2024-01-19 03:16:32,22542.0
327,2024-01-19 03:21:32,22050.7
328,2024-01-19 03:26:31,23881.5
329,2024-01-19 03:31:31,23573.9
330,2024-01-19 03:36:31,22156.0
331,2024-01-19 03:41:31,23263.6
332,2024-01-19 03:46:31,23197.1
333,2024-01-19 03:51:31,21624.4
334,2024-01-19 03:56:30,22795.0
335,2024-01-19 04:01:30,23884.1
336,2024-01-19 04:06:30,21810.4
337,2024-01-19 04:11:30,22668.4
338,2024-01-19 04:16:29,24504.8
339,2024-01-19 04:21:29,21842.6
340,2024-01-19 04:26:30,22363.2
341,2024-01-19 04:31:30,25120.6
342,2024-01-19 04:36:29,22256.7
343,2024-01-19 04:41:30,25001.5
344,2024-01-19 04:46:28,27425.3
345,2024-01-19 04:51:28,25793.8
346,2024-01-19 04:56:28,25894.8
347,2024-01-19 05:01:28,31912.5
348,2024-01-19 05:06:28,34992.1
349,2024-01-19 05:11:28,32012.7
350,2024-01-19 05:16:28,31632.9
351,2024-01-19 05:21:28,32352.8
352,2024-01-19 05:26:27,27971.3
353,2024-01-19 05:31:27,26609.3
354,2024-01-19 05:36:27,26028.9
355,2024-01-19 05:41:27,22875.5
356,2024-01-19 05:46:27,25224.5
357,2024-01-19 05:51:27,24987.4
358,2024-01-19 05:56:27,23451.6
359,2024-01-19 06:01:27,26165.0
360,2024-01-19 06:06:27,23513.0
361,2024-01-19 06:11:27,26083.9
362,2024-01-19 06:16:26,23784.6
363,2024-01-19 06:21:26,24561.3
364,2024-01-19 06:26:26,26954.8
365,2024-01-19 06:31:26,25369.9
366,2024-01-19 06:36:25,27726.2
367,2024-01-19 06:41:25,28516.2
368,2024-01-19 06:46:24,26475.9
369,2024-01-19 06:51:24,24474.1
370,2024-01-19 06:56:25,23612.7
371,2024-01-19 07:01:25,23973.7
372,2024-01-19 07:06:24,27202.9
373,2024-01-19 07:11:24,28347.9
374,2024-01-19 07:16:24,29248.6
375,2024-01-19 07:21:24,29031.0
376,2024-01-19 07:26:23,29854.5
377,2024-01-19 07:31:23,30853.5
378,2024-01-19 07:36:23,32177.8
379,2024-01-19 07:41:23,33534.2
380,2024-01-19 07:46:24,31239.6
381,2024-01-19 07:51:24,29527.0
382,2024-01-19 07:56:23,27263.7
383,2024-01-19 08:01:23,28091.2
384,2024-01-19 08:06:23,27373.2
385,2024-01-19 08:11:23,27969.0
386,2024-01-19 08:16:22,38614.1
387,2024-01-19 08:21:22,36607.0
388,2024-01-19 08:26:22,45369.4
389,2024-01-19 08:31:22,49874.7
390,2024-01-19 08:36:21,48846.3
391,2024-01-19 08:41:21,51773.2
392,2024-01-19 08:46:21,49095.1
393,2024-01-19 08:51:21,53532.3
394,2024-01-19 08:56:20,59266.4
395,2024-01-19 09:01:20,46393.9
396,2024-01-19 09:06:21,42432.7
397,2024-01-19 09:11:21,43525.6
398,2024-01-19 09:16:20,41593.9
399,2024-01-19 09:21:20,45620.8
400,2024-01-19 09:26:20,41189.5
401,2024-01-19 09:31:21,39938.9
402,2024-01-19 09:36:20,42193.2
403,2024-01-19 09:41:20,40028.3
404,2024-01-19 09:46:19,40805.2
405,2024-01-19 09:51:19,42981.5
406,2024-01-19 09:56:18,39671.7
407,2024-01-19 10:01:18,41088.8
408,2024-01-19 10:06:19,43155.0
409,2024-01-19 10:11:19,42959.2
410,2024-01-19 10:16:18,44749.6
411,2024-01-19 10:21:18,41614.7
412,2024-01-19 10:26:18,41617.6
413,2024-01-19 10:31:18,42475.6
414,2024-01-19 10:36:18,36759.2
415,2024-01-19 10:41:18,35381.3
416,2024-01-19 10:46:17,36088.9
417,2024-01-19 10:51:17,32870.9
418,2024-01-19 10:56:18,33845.4
419,2024-01-19 11:01:18,35896.0
420,2024-01-19 11:06:17,40709.9
421,2024-01-19 11:11:17,38884.6
422,2024-01-19 11:16:16,41556.3
423,2024-01-19 11:21:16,41546.2
424,2024-01-19 11:26:16,44622.9
425,2024-01-19 11:31:16,46067.9
426,2024-01-19 11:36:16,44223.5
427,2024-01-19 11:41:16,39231.1
428,2024-01-19 11:46:15,42195.0
429,2024-01-19 11:51:15,41943.5
430,2024-01-19 11:56:15,42000.3
431,2024-01-19 12:01:15,42499.6
432,2024-01-19 12:06:14,46289.1
433,2024-01-19 12:11:14,43026.1
434,2024-01-19 12:16:14,47401.8
435,2024-01-19 12:21:14,45831.2
436,2024-01-19 12:26:13,44378.6
437,2024-01-19 12:31:13,39706.9
438,2024-01-19 12:36:14,38426.3
439,2024-01-19 12:41:14,35605.9
440,2024-01-19 12:46:13,36718.1
441,2024-01-19 12:51:13,39580.5
442,2024-01-19 12:56:13,34732.9
443,2024-01-19 13:01:13,34186.3
444,2024-01-19 13:06:13,36470.5
445,2024-01-19 13:11:13,35638.1
446,2024-01-19 13:16:12,35467.2
447,2024-01-19 13:21:12,38532.1
448,2024-01-19 13:26:12,34569.2
449,2024-01-19 13:31:12,33350.6
450,2024-01-19 13:36:12,39478.9
451,2024-01-19 13:41:12,36905.6
452,2024-01-19 13:46:11,36995.1
453,2024-01-19 13:51:11,39203.4
454,2024-01-19 13:56:11,36417.5
455,2024-01-19 14:01:11,35039.0
456,2024-01-19 14:06:10,38853.4
457,2024-01-19 14:11:10,35734.7
458,2024-01-19 14:16:10,35539.7
459,2024-01-19 14:21:11,39838.0
460,2024-01-19 14:26:10,38097.8
461,2024-01-19 14:31:10,38813.3
462,2024-01-19 14:36:09,42075.6
463,2024-01-19 14:41:09,39530.9
464,2024-01-19 14:46:09,38941.7
465,2024-01-19 14:51:09,41919.1
466,2024-01-19 14:56:09,37573.6
467,2024-01-19 15:01:09,42491.5
468,2024-01-19 15:06:09,42381.6
469,2024-01-19 15:11:09,39861.8
470,2024-01-19 15:16:08,41350.0
471,2024-01-19 15:21:08,39276.9
472,2024-01-19 15:26:08,39639.6
473,2024-01-19 15:31:08,40598.6
474,2024-01-19 15:36:07,38563.8
475,2024-01-19 15:41:07,39894.4
476,2024-01-19 15:46:08,37790.7
477,2024-01-19 15:51:08,38161.3
478,2024-01-19 15:56:07,38484.5
479,2024-01-19 16:01:08,38971.7
480,2024-01-19 16:06:07,37581.2
481,2024-01-19 16:11:07,39133.2
482,2024-01-19 16:16:06,35334.0
483,2024-01-19 16:21:06,34937.5
484,2024-01-19 16:26:07,37168.8
485,2024-01-19 16:31:07,35256.0
486,2024-01-19 16:36:06,35316.5
487,2024-01-19 16:41:06,37926.0
488,2024-01-19 16:46:05,34805.8
489,2024-01-19 16:51:05,35842.4
490,2024-01-19 16:56:06,39688.4
491,2024-01-19 17:01:06,37874.7
492,2024-01-19 17:06:05,36699.0
493,2024-01-19 17:11:05,37050.1
494,2024-01-19 17:16:05,33677.0
495,2024-01-19 17:21:05,41134.0
496,2024-01-19 17:26:04,43853.2
497,2024-01-19 17:31:04,39437.0
498,2024-01-19 17:36:04,39678.2
499,2024-01-19 17:41:04,40190.0
500,2024-01-19 17:46:03,38425.0
501,2024-01-19 17:51:03,37248.7
502,2024-01-19 17:56:03,40366.8
503,2024-01-19 18:01:03,38905.1
504,2024-01-19 18:06:03,40654.8
505,2024-01-19 18:11:03,42945.4
506,2024-01-19 18:16:02,37399.9
507,2024-01-19 18:21:02,35116.6
508,2024-01-19 18:26:02,35358.6
509,2024-01-19 18:31:02,34464.9
510,2024-01-19 18:36:02,34646.7
511,2024-01-19 18:41:02,35409.1
512,2024-01-19 18:46:01,36645.7
513,2024-01-19 18:51:01,39221.5
514,2024-01-19 18:56:01,38205.5
515,2024-01-19 19:01:01,37738.1
516,2024-01-19 19:06:01,40465.2
517,2024-01-19 19:11:01,40083.1
518,2024-01-19 19:16:01,48570.9
519,2024-01-19 19:21:01,46342.8
520,2024-01-19 19:26:01,45669.2
521,2024-01-19 19:31:01,47346.0
522,2024-01-19 19:36:00,48531.7
523,2024-01-19 19:41:00,54460.3
524,2024-01-19 19:45:59,52158.3
525,2024-01-19 19:50:59,52013.9
526,2024-01-19 19:55:59,54112.9
527,2024-01-19 20:00:59,52103.1
528,2024-01-19 20:05:59,50175.1
529,2024-01-19 20:10:59,47869.4
530,2024-01-19 20:15:59,48626.2
531,2024-01-19 20:20:59,47697.9
532,2024-01-19 20:25:58,46998.8
533,2024-01-19 20:30:58,49552.9
534,2024-01-19 20:35:58,49648.7
535,2024-01-19 20:40:58,48037.1
536,2024-01-19 20:45:57,50343.7
537,2024-01-19 20:50:57,47449.3
538,2024-01-19 20:55:58,50299.0
539,2024-01-19 21:00:58,46900.7
540,2024-01-19 21:05:58,46316.8
541,2024-01-19 21:10:58,50693.9
542,2024-01-19 21:15:57,48375.5
543,2024-01-19 21:20:57,45775.8
544,2024-01-19 21:25:57,46571.2
545,2024-01-19 21:30:57,45607.3
546,2024-01-19 21:35:56,48209.4
547,2024-01-19 21:40:56,43250.4
548,2024-01-19 21:45:56,42514.0
549,2024-01-19 21:50:56,43740.1
550,2024-01-19 21:55:56,41457.9
551,2024-01-19 22:00:56,42555.6
552,2024-01-19 22:05:55,39791.7
553,2024-01-19 22:10:55,39902.8
554,2024-01-19 22:15:55,39930.3
555,2024-01-19 22:20:55,36803.8
556,2024-01-19 22:25:54,40026.5
557,2024-01-19 22:30:55,37675.8
558,2024-01-19 22:35:54,32512.5
559,2024-01-19 22:40:54,34500.2
560,2024-01-19 22:45:54,32167.5
561,2024-01-19 22:50:54,29867.4
562,2024-01-19 22:55:53,31818.2
563,2024-01-19 23:00:53,29150.3
564,2024-01-19 23:05:53,29998.8
565,2024-01-19 23:10:53,32034.0
566,2024-01-19 23:15:53,26918.5
567,2024-01-19 23:20:53,25050.9
568,2024-01-19 23:25:52,21488.1
569,2024-01-19 23:30:52,19042.2
570,2024-01-19 23:35:52,19436.1
571,2024-01-19 23:40:52,19356.2
572,2024-01-19 23:45:52,18852.2
573,2024-01-19 23:50:52,19077.0
574,2024-01-19 23:55:52,20942.1
575,2024-01-20 00:00:52,20556.7
576,2024-01-20 00:05:51,22979.3
577,2024-01-20 00:10:51,20963.8
578,2024-01-20 00:15:51,19238.0
579,2024-01-20 00:20:51,19085.6
580,2024-01-20 00:25:50,19387.2
581,2024-01-20 00:30:50,18669.9
582,2024-01-20 00:35:50,19482.8
583,2024-01-20 00:40:50,18562.5
584,2024-01-20 00:45:50,19070.6
585,2024-01-20 00:50:50,19991.2
586,2024-01-20 00:55:50,19951.1
587,2024-01-20 01:00:50,19814.8
588,2024-01-20 01:05:49,19782.8
589,2024-01-20 01:10:49,19662.7
590,2024-01-20 01:15:49,27411.0
591,2024-01-20 01:20:49,25741.8
592,2024-01-20 01:25:49,22506.1
593,2024-01-20 01:30:49,24792.7
594,2024-01-20 01:35:48,23252.8
595,2024-01-20 01:40:49,24059.1
596,2024-01-20 01:45:48,21264.9
597,2024-01-20 01:50:48,23596.1
598,2024-01-20 01:55:47,20568.2
599,2024-01-20 02:00:47,21864.8
600,2024-01-20 02:05:47,22929.3
601,2024-01-20 02:10:47,21138.9
602,2024-01-20 02:15:46,22888.3
603,2024-01-20 02:20:46,21108.8
604,2024-01-20 02:25:47,21339.3
605,2024-01-20 02:30:47,23517.0
606,2024-01-20 02:35:46,20959.3
607,2024-01-20 02:40:46,21488.4
608,2024-01-20 02:45:45,22923.9
609,2024-01-20 02:50:45,21155.5
610,2024-01-20 02:55:46,23497.6
611,2024-01-20 03:00:46,21621.3
612,2024-01-20 03:05:45,21305.3
613,2024-01-20 03:10:45,24139.2
614,2024-01-20 03:15:45,21156.5
615,2024-01-20 03:20:46,20997.6
616,2024-01-20 03:25:45,24001.5
617,2024-01-20 03:30:45,21555.0
618,2024-01-20 03:35:44,20970.0
619,2024-01-20 03:40:44,23241.6
620,2024-01-20 03:45:44,20331.8
621,2024-01-20 03:50:44,20713.1
622,2024-01-20 03:55:44,23576.9
623,2024-01-20 04:00:44,20576.6
624,2024-01-20 04:05:44,20484.0
625,2024-01-20 04:10:44,23093.2
626,2024-01-20 04:15:43,20191.1
627,2024-01-20 04:20:43,20880.7
628,2024-01-20 04:25:43,22404.8
629,2024-01-20 04:30:43,20066.0
630,2024-01-20 04:35:42,20751.1
631,2024-01-20 04:40:42,23421.4
632,2024-01-20 04:45:43,21206.9
633,2024-01-20 04:50:43,20840.8
634,2024-01-20 04:55:42,22253.5
635,2024-01-20 05:00:42,20031.5
636,2024-01-20 05:05:41,20562.2
637,2024-01-20 05:10:41,22416.4
638,2024-01-20 05:15:41,20018.7
639,2024-01-20 05:20:41,19966.6
640,2024-01-20 05:25:41,19915.0
641,2024-01-20 05:30:41,22138.3
642,2024-01-20 05:35:40,19830.3
643,2024-01-20 05:40:40,19855.3
644,2024-01-20 05:45:40,23008.9
645,2024-01-20 05:50:40,20138.9
646,2024-01-20 05:55:40,20796.5
647,2024-01-20 06:00:40,20225.7
648,2024-01-20 06:05:40,21720.5
649,2024-01-20 06:10:40,20420.1
650,2024-01-20 06:15:39,20653.0
651,2024-01-20 06:20:39,22637.9
652,2024-01-20 06:25:39,20844.1
653,2024-01-20 06:30:40,23691.2
654,2024-01-20 06:35:39,26073.1
655,2024-01-20 06:40:39,24974.7
656,2024-01-20 06:45:38,22308.6
657,2024-01-20 06:50:38,20296.5
658,2024-01-20 06:55:37,20682.2
659,2024-01-20 07:00:37,18655.8
660,2024-01-20 07:05:38,21214.2
661,2024-01-20 07:10:38,22296.8
662,2024-01-20 07:15:38,22513.0
663,2024-01-20 07:20:38,22715.5
664,2024-01-20 07:25:37,24259.6
665,2024-01-20 07:30:37,24306.4
666,2024-01-20 07:35:36,24482.1
667,2024-01-20 07:40:36,25207.5
668,2024-01-20 07:45:36,23299.3
669,2024-01-20 07:50:36,22526.2
670,2024-01-20 07:55:36,22116.3
671,2024-01-20 08:00:36,22355.5
672,2024-01-20 08:05:35,22656.7
673,2024-01-20 08:10:36,23542.2
674,2024-01-20 08:15:36,30940.4
675,2024-01-20 08:20:36,31921.8
676,2024-01-20 08:25:34,28426.5
677,2024-01-20 08:30:34,31302.3
678,2024-01-20 08:35:34,29339.3
679,2024-01-20 08:40:34,30544.1
680,2024-01-20 08:45:35,27395.3
681,2024-01-20 08:50:35,30468.6
682,2024-01-20 08:55:34,29001.4
683,2024-01-20 09:00:34,29960.5
684,2024-01-20 09:05:33,29076.5
685,2024-01-20 09:10:33,30475.8
686,2024-01-20 09:15:34,35786.0
687,2024-01-20 09:20:34,33012.4
688,2024-01-20 09:25:33,34478.7
689,2024-01-20 09:30:33,36649.5
690,2024-01-20 09:35:34,34390.1
691,2024-01-20 09:40:34,35534.3
692,2024-01-20 09:45:32,36530.3
693,2024-01-20 09:50:32,35182.9
694,2024-01-20 09:55:32,36947.6
695,2024-01-20 10:00:32,34874.3
696,2024-01-20 10:05:32,33955.4
697,2024-01-20 10:10:32,36719.1
